location,total_sqft,size,price
Old Madras Road,935.0,2,32.0
Cox Town,1000.0,2,58.0
Singasandra,1510.0,3,75.0
Uttarahalli,1120.0,2,50.0
Ananth Nagar,930.0,2,25.99
Talaghattapura,1175.0,2,62.0
Bellandur,1350.0,3,63.0
Malleshwaram,2215.0,3,330.0
Attibele,996.0,2,24.9
Anjanapura,1076.0,2,30.13
Other,2180.0,4,115.0
Kasavanhalli,1715.0,3,112.0
Hebbal,1072.0,2,45.0
Panathur,1230.0,2,80.0
Murugeshpalya,1600.0,3,65.0
Thanisandra,1411.0,3,93.25
Rayasandra,3600.0,5,145.0
Jalahalli,2404.0,3,138.0
Sahakara Nagar,1200.0,4,190.0
Nagarbhavi,1200.0,3,226.0
Doddathoguru,1208.0,3,45.0
Yeshwanthpur,1700.0,5,300.0
Haralur Road,1225.0,2,69.84
Hebbal,1162.0,2,69.0
Thanisandra,1262.0,3,65.0
Other,1050.0,2,35.0
Channasandra,1500.0,3,61.95
Other,1610.0,3,85.0
Whitefield,1340.0,2,41.0
Sarjapur  Road,2275.0,3,182.0
Other,1500.0,2,145.0
Other,3150.0,4,135.0
Hosa Road,1170.0,2,65.0
Sarjapur  Road,980.0,2,25.0
Channasandra,1800.0,3,60.0
Banashankari Stage VI,1423.0,3,71.73
Kaggadasapura,1106.0,2,40.0
Kereguddadahalli,1105.0,2,27.6
Cunningham Road,7500.0,4,1800.0
Other,1255.0,2,56.7
Babusapalaya,1061.0,2,38.95
Other,600.0,2,29.5
Electronic City Phase II,1400.0,3,40.45
Domlur,2100.0,3,145.0
Electronic City,660.0,2,16.5
Kengeri,633.0,2,18.0
Indira Nagar,1260.0,2,120.0
ITPL,907.0,2,55.43
Hennur Road,2047.0,3,67.55
Other,2597.0,4,189.0
Bellandur,1211.0,2,63.0
Hennur Road,1904.0,3,129.0
Balagere,1205.0,2,73.87
Yeshwanthpur,1164.0,2,64.08
Other,1410.0,2,73.0
Other,1150.0,2,42.0
Other,1170.0,2,53.11
Hennur,1420.0,2,62.0
Panathur,1125.0,2,45.0
NRI Layout,1789.0,3,75.0
Hulimavu,1021.0,2,76.0
Ananth Nagar,1074.0,2,26.85
Kalena Agrahara,1222.0,2,48.0
Hennur Road,1981.0,3,134.0
Yelachenahalli,1103.0,2,55.0
Other,1201.0,2,65.0
Sarjapur  Road,970.0,2,36.0
Sarjapur,920.0,2,33.0
Yeshwanthpur,1520.0,3,85.0
Other,675.0,3,75.0
Sonnenahalli,1268.0,3,75.0
Other,660.0,1,30.0
Harlur,1755.0,3,115.0
Hoskote,945.0,2,35.0
8th Phase JP Nagar,500.0,1,33.0
Harlur,2820.0,4,153.5
Bommenahalli,1632.0,4,140.0
Rachenahalli,1167.0,2,37.5
Domlur,1276.0,2,80.0
Thanisandra,1234.0,2,51.0
ISRO Layout,1370.0,3,87.0
Other,1200.0,9,230.0
Electronic City,1400.0,3,90.0
Whitefield,1500.0,5,155.0
Ramagondanahalli,1251.0,2,46.0
Yeshwanthpur,1677.0,3,92.13
Sarjapur  Road,1346.0,2,67.38
Electronic City Phase II,1090.0,2,31.48
Kanakapura,1290.0,3,51.1
Rajaji Nagar,7514.0,5,1500.0
Garudachar Palya,1150.0,2,52.0
Sarjapur,2690.0,3,295.0
Other,1286.0,2,40.0
Dairy Circle,2735.0,3,340.0
Other,950.0,2,65.0
Bommasandra Industrial Area,1491.0,3,40.5
Ramamurthy Nagar,1050.0,2,51.66
Hoodi,1660.0,3,131.0
Nagavarapalya,1134.0,2,55.0
Hebbal,1100.0,2,60.0
Magadi Road,800.0,4,60.0
Nagarbhavi,1200.0,4,240.0
Other,980.0,3,80.0
CV Raman Nagar,705.0,1,50.0
Other,1200.0,3,35.0
Anandapura,1200.0,2,50.0
Talaghattapura,1804.0,3,127.0
Other,750.0,2,20.0
Other,420.0,2,25.0
Malleshwaram,2800.0,4,252.0
Battarahalli,1090.0,2,38.37
R.T. Nagar,1500.0,2,230.0
Electronic City,1287.0,3,55.0
Thigalarapalya,2215.0,3,157.0
Kadubeesanahalli,2800.0,4,375.0
Sarjapur  Road,1045.0,2,42.15
Hormavu,1263.0,2,47.36
Whitefield,1431.0,3,85.0
Dommasandra,999.0,2,32.9
Other,1535.0,3,72.0
Marathahalli,2524.0,4,180.0
Other,600.0,3,125.0
7th Phase JP Nagar,2095.0,3,150.0
Yelahanka New Town,284.0,1,8.0
Other,1265.0,2,68.0
Kudlu Gate,1215.0,2,44.96
Yelahanka New Town,2200.0,2,180.0
Electronics City Phase 1,1028.0,2,51.0
Hegde Nagar,1835.0,3,92.0
Munnekollal,1800.0,3,65.0
1st Phase JP Nagar,2077.0,3,175.0
Sarjapur  Road,2880.0,4,211.0
Other,499.0,6,89.0
Dasanapura,708.0,2,31.15
Basavangudi,1200.0,2,120.0
Hosakerehalli,925.0,2,46.25
Bannerghatta Road,2826.0,3,148.0
Kanakpura Road,458.0,1,33.66
Other,3500.0,4,150.0
Other,5400.0,4,250.0
Other,1000.0,4,200.0
Amruthahalli,1450.0,3,90.0
Kasavanhalli,1100.0,2,65.0
Kadubeesanahalli,1185.0,2,55.0
9th Phase JP Nagar,1900.0,4,80.0
Other,660.0,1,35.0
Ambedkar Nagar,1920.0,3,121.0
Jalahalli,1200.0,2,130.0
Sarjapur  Road,3418.0,4,222.0
1st Phase JP Nagar,4550.0,4,240.0
Bhoganhalli,1205.0,2,68.32
Haralur Road,1200.0,2,46.0
Akshaya Nagar,1421.0,3,73.0
6th Phase JP Nagar,1250.0,3,48.9
Whitefield,524.0,1,29.0
HSR Layout,4200.0,5,245.0
Rachenahalli,985.0,2,50.17
Whitefield,2830.0,4,161.0
Other,1140.0,2,60.0
5th Block Hbr Layout,3600.0,5,130.0
Raja Rajeshwari Nagar,1700.0,3,86.0
Devanahalli,1360.0,2,62.425
Electronic City,1800.0,4,700.0
Dasarahalli,1333.0,2,86.65
Electronic City,1258.0,2,85.5
Other,1458.0,3,87.0
Electronic City,1386.0,2,85.0
Other,550.0,1,27.0
Lakshminarayana Pura,1200.0,2,83.0
Other,1081.0,2,39.0
Whitefield,2135.0,4,149.0
Whitefield,2500.0,4,100.0
Other,1178.0,2,80.0
 Devarachikkanahalli,991.0,2,40.0
Gottigere,1493.0,3,90.0
Subramanyapura,2495.0,3,130.0
Kammasandra,1080.0,2,31.99
Dasanapura,814.0,2,53.0
Electronic City,1025.0,2,50.0
Whitefield,3075.0,4,188.0
Other,1900.0,7,162.0
Whitefield,1760.0,3,160.0
Other,4000.0,7,150.0
Marathahalli,3090.0,4,350.0
Other,2700.0,4,295.0
Other,1175.0,2,52.86
Hebbal,4235.0,4,364.0
KR Puram,1100.0,2,45.0
Banashankari Stage VI,1200.0,8,175.0
Banashankari,1450.0,2,50.75
6th Phase JP Nagar,1810.0,3,131.0
Gunjur Palya,1426.0,3,71.0
Sector 7 HSR Layout,2400.0,3,195.0
Kalyan nagar,1100.0,2,70.0
Electronic City Phase II,650.0,1,35.0
Kaikondrahalli,900.0,2,27.0
Billekahalli,1360.0,2,110.0
Yeshwanthpur,674.0,1,36.85
Whitefield,1655.0,3,110.0
Other,1300.0,2,95.0
Other,936.0,1,53.0
Other,1277.0,2,92.0
Hormavu,1015.0,2,39.08
Budigere,1153.0,2,60.0
Kengeri,1035.0,2,51.5
KR Puram,3300.0,5,255.0
Uttarahalli,1150.0,2,46.0
Malleshwaram,1020.0,2,80.0
Old Madras Road,3715.0,4,212.5
8th Phase JP Nagar,1160.0,2,95.0
Brookefield,1225.0,2,72.0
Benson Town,5000.0,4,950.0
Other,1600.0,2,160.0
Malleshwaram,600.0,2,90.0
Nagappa Reddy Layout,1350.0,3,60.0
Channasandra,830.0,2,36.28
Sarakki Nagar,3126.0,4,345.0
Jalahalli,905.0,2,55.0
Vijayanagar,1375.0,3,75.0
Other,1575.0,2,31.11
Electronic City,1140.0,2,33.84
Hormavu,1550.0,3,60.0
Kannamangala,957.0,2,55.0
9th Phase JP Nagar,890.0,2,45.0
KR Puram,3000.0,4,235.0
Other,2400.0,5,150.0
Other,2400.0,4,595.0
Rachenahalli,925.0,2,37.0
Kammasandra,1415.0,2,60.0
Other,500.0,1,80.0
Thanisandra,1225.0,2,37.0
Hennur Road,2000.0,4,90.0
Whitefield,840.0,1,57.0
Banashankari Stage III,1560.0,9,200.0
Thanisandra,1732.0,3,112.0
Bhoganhalli,1260.0,2,69.9
Other,1092.0,2,49.0
Other,827.0,2,34.0
Chamrajpet,650.0,2,40.0
Whitefield,1725.0,3,106.0
Jalahalli,1000.0,2,70.0
TC Palaya,1350.0,1,55.0
7th Phase JP Nagar,3200.0,4,350.0
Bellandur,1717.0,3,110.0
Kanakpura Road,700.0,2,34.0
Other,800.0,2,32.0
Rajaji Nagar,2367.0,3,340.0
Sonnenahalli,1415.0,3,65.0
7th Phase JP Nagar,1976.0,3,145.0
Kambipura,883.0,2,37.01
Yelahanka,700.0,1,38.0
Sarjapur,1445.0,3,50.0
Battarahalli,2082.0,3,104.0
Thanisandra,933.0,2,66.0
NRI Layout,800.0,4,95.5
Electronic City Phase II,1155.0,2,57.0
Bannerghatta,1200.0,2,73.2
Other,1055.0,2,43.0
Rajaji Nagar,1555.0,3,125.0
Bellandur,1420.0,3,62.0
Other,2214.0,3,350.0
Bhoganhalli,896.9,2,78.74
Giri Nagar,4000.0,4,750.0
KR Puram,1035.0,2,40.0
Whitefield,2064.0,4,225.0
Other,1839.0,3,160.0
Yelahanka New Town,488.0,1,20.0
Banashankari Stage II,1200.0,3,198.0
Other,2760.0,5,140.0
Gunjur Palya,993.0,2,42.0
Hoodi,1225.0,2,45.0
Electronic City,1200.0,9,150.0
Sompura,825.0,2,32.0
Bellandur,3596.0,4,359.0
Other,1350.0,6,203.0
Electronic City Phase II,1800.0,3,92.0
Other,925.0,2,100.0
Kanakpura Road,1167.0,2,63.0
Sarjapur,1150.0,2,41.0
Other,650.0,1,50.0
Sarjapur  Road,675.0,1,27.0
Other,2260.0,2,90.0
Other,720.0,1,32.39
Whitefield,4800.0,3,600.0
Yelahanka New Town,1100.0,2,58.0
Other,550.0,2,20.0
Uttarahalli,1330.0,3,58.0
Ulsoor,1685.0,3,185.0
Other,2400.0,6,75.0
Banashankari,1770.0,3,108.0
Prithvi Layout,2100.0,3,125.0
Pai Layout,1000.0,2,42.0
Banashankari Stage VI,600.0,4,105.0
Ramamurthy Nagar,2916.0,4,230.0
Kanakpura Road,1419.59,3,65.0
Kodihalli,1400.0,3,81.0
Horamavu Agara,750.0,2,37.49
Bannerghatta,1070.0,2,87.0
Kannamangala,1536.0,3,107.0
Koramangala,1710.0,3,210.0
JP Nagar,2400.0,3,196.0
Sarjapur  Road,1773.5,3,102.92
Electronic City,1342.0,2,72.0
Other,1600.0,3,130.0
Kanakapura,938.0,1,50.0
Budigere,1820.0,3,99.0
Kanakpura Road,1665.0,3,78.0
Basavangudi,1850.0,3,150.0
Bommanahalli,1091.0,2,40.0
Rajaji Nagar,1720.0,3,224.0
Brookefield,3675.0,4,176.0
JP Nagar,1060.0,2,33.95
Whitefield,1059.0,2,57.0
Hebbal,1299.0,2,97.0
Yelahanka,1491.0,3,85.0
Basaveshwara Nagar,1200.0,2,85.0
Yelahanka,2088.0,4,110.0
Hulimavu,581.0,1,29.0
Other,1296.0,2,70.0
Other,1125.0,2,55.0
Electronic City,1275.0,3,70.0
Kothanur,1095.0,2,55.0
Sarjapur  Road,10000.0,5,975.0
Old Madras Road,1330.0,2,74.0
Marathahalli,1135.0,2,60.0
Whitefield,516.0,1,39.0
Other,1194.0,2,51.0
Banaswadi,2250.0,5,240.0
Electronic City,770.0,2,38.0
Sarjapur  Road,3930.0,4,330.0
Chikkalasandra,1355.0,3,54.2
Abbigere,3000.0,8,150.0
Harlur,2569.0,4,175.0
Hebbal,3758.0,4,450.0
Bhoganhalli,1707.0,3,115.0
Other,1200.0,5,225.0
Sultan Palaya,1070.0,2,49.0
Whitefield,6000.0,4,410.0
Tumkur Road,1240.0,3,83.0
JP Nagar,1300.0,2,91.65
Ambalipura,1700.0,2,76.0
Yeshwanthpur,1383.0,3,76.18
Other,3000.0,5,170.0
Hulimavu,935.0,2,45.0
Thigalarapalya,2072.0,3,151.0
Other,2200.0,4,225.0
KR Puram,1116.0,2,45.0
Whitefield,1639.0,3,107.0
Marathahalli,1839.0,3,130.0
Other,1300.0,2,63.0
Horamavu Agara,625.0,1,27.0
Thanisandra,933.0,1,61.0
Hosur Road,2289.0,3,180.0
Ramamurthy Nagar,2316.0,3,125.0
Electronic City,1005.0,2,39.77
Horamavu Agara,1080.0,2,38.0
Munnekollal,1200.0,7,185.0
Vishwapriya Layout,910.0,2,36.0
Hormavu,1200.0,2,73.0
Electronic City,1110.0,2,39.9
Kothanur,1142.0,2,56.0
2nd Stage Nagarbhavi,4000.0,5,240.0
Hormavu,1800.0,3,204.0
AECS Layout,1005.0,2,55.0
Other,1626.6,3,133.0
Kothanur,1074.0,2,54.0
Basavangudi,1230.0,2,80.0
Electronic City,660.0,2,23.0
Other,1007.0,2,48.0
Other,1050.0,4,74.0
Whitefield,1820.0,3,113.0
Other,1348.0,2,100.0
Kasavanhalli,1230.0,2,66.25
Horamavu Agara,1176.0,3,37.62
Frazer Town,1200.0,2,78.0
Other,1298.0,2,65.0
Other,1350.0,4,175.0
Other,1200.0,5,138.0
Kothanur,1285.0,2,60.0
Electronic City,1644.0,3,92.59
Kasavanhalli,1819.0,3,150.0
1st Phase JP Nagar,1205.0,2,85.0
Raja Rajeshwari Nagar,1270.0,2,62.0
9th Phase JP Nagar,1240.0,3,39.89
Jigani,1221.0,3,70.0
Other,840.0,3,35.0
Kanakpura Road,1339.0,2,63.0
Thigalarapalya,4303.0,4,300.0
Haralur Road,1315.0,2,85.0
Raja Rajeshwari Nagar,1250.0,2,68.0
Bisuvanahalli,850.0,2,27.0
7th Phase JP Nagar,1600.0,3,110.0
Electronic City,1250.0,2,62.0
Other,1312.0,3,56.5
Kadugodi,3000.0,4,134.0
Electronic City Phase II,1300.0,2,28.0
Whitefield,1990.0,3,98.0
Other,760.0,2,38.5
Ambedkar Nagar,5000.0,4,536.0
Kadugodi,1614.0,3,59.0
Judicial Layout,1500.0,4,162.0
Other,1182.0,3,60.1
Other,1053.0,2,46.29
6th Phase JP Nagar,750.0,1,105.0
Gubbalala,2000.0,3,125.0
Electronic City Phase II,1940.0,3,116.0
Hennur Road,1590.0,3,105.0
Other,1035.0,2,52.79
Raja Rajeshwari Nagar,1260.0,3,62.0
Other,1200.0,6,260.0
Thanisandra,1702.0,3,107.0
Bisuvanahalli,1080.0,3,65.0
Kasavanhalli,1189.0,2,45.0
Tumkur Road,1035.0,2,39.0
Hennur Road,1200.0,2,36.0
Mahalakshmi Layout,4482.0,8,852.0
Yelahanka,1330.0,2,93.65
Kaggalipura,1210.0,3,65.0
Chikkalasandra,1350.0,3,54.2
Kaval Byrasandra,1900.0,3,65.0
Ambedkar Nagar,1935.0,3,125.0
Other,1410.0,3,90.0
Other,1469.0,2,99.14
Varthur,986.0,2,30.0
Other,1460.0,3,87.0
Chandapura,1345.0,3,39.5
Panathur,980.0,2,57.0
Kudlu Gate,1164.0,2,75.0
Subramanyapura,929.0,2,51.0
Kundalahalli,1065.0,2,70.0
Budigere,1172.0,2,56.725
Other,3000.0,3,265.0
Electronic City,1020.0,2,30.27
Yeshwanthpur,672.0,1,36.85
Brookefield,1746.0,3,115.0
Other,1200.0,3,120.0
Ganga Nagar,1250.0,2,65.0
Thanisandra,1188.0,2,39.0
Whitefield,3565.0,4,218.0
Marathahalli,1170.0,2,85.0
Cooke Town,2600.0,3,375.0
Kasturi Nagar,2507.0,4,155.0
Babusapalaya,1061.0,2,34.0
KR Puram,1290.0,2,69.0
Sarjapur,1200.0,2,42.6
Bharathi Nagar,1120.0,2,39.29
Electronic City,418.0,1,12.0
Sarjapur,1333.0,3,50.0
Thanisandra,747.0,1,34.355
Koramangala,1700.0,3,250.0
Thanisandra,2030.0,3,125.0
Balagere,1012.0,2,70.0
Kudlu,1245.0,3,60.0
7th Phase JP Nagar,1765.0,3,118.0
Gottigere,1110.0,2,36.25
Other,967.0,2,47.8
Sarjapur,1044.0,2,36.0
Brookefield,1518.0,3,80.0
KR Puram,1300.0,3,57.0
Other,1798.0,3,73.0
KR Puram,866.28,2,36.38
Whitefield,3410.0,4,253.0
Singasandra,1179.0,2,56.0
Rajaji Nagar,3600.0,5,510.0
Other,2098.0,3,210.0
Other,2400.0,3,270.0
Haralur Road,1976.0,3,92.0
5th Phase JP Nagar,1190.0,2,61.8
Other,1800.0,3,192.0
Jakkur,1761.0,3,84.52
Cooke Town,1700.0,3,120.0
Ramamurthy Nagar,900.0,4,70.0
Electronic City,1128.0,2,64.8
Electronic City,1220.0,3,35.25
Other,509.0,1,20.0
Ambedkar Nagar,1852.0,3,122.0
Varthur,1045.0,2,40.65
Other,3535.0,4,215.0
Other,1800.0,4,82.0
Hebbal Kempapura,1436.0,3,75.0
Other,1397.0,3,52.0
Kothanur,1140.0,2,56.0
Balagere,645.0,1,55.0
Other,2350.0,5,325.0
Nagarbhavi,1200.0,3,225.0
Other,2050.0,3,135.0
Sarjapur  Road,1335.0,2,95.0
Other,2100.0,2,200.0
Thanisandra,1140.0,2,59.0
Hosakerehalli,2376.0,3,240.0
Thanisandra,663.0,1,46.0
Other,1276.0,2,146.0
Kanakpura Road,1450.0,3,60.9
Kodichikkanahalli,1400.0,3,66.0
Other,1339.0,2,53.56
Electronic City,1220.0,3,35.23
Malleshwaram,2200.0,3,275.0
Other,1305.0,2,52.0
Green Glen Layout,1740.0,3,80.0
Anekal,680.0,2,21.0
Bannerghatta Road,1154.0,2,47.0
Munnekollal,1200.0,2,40.0
Hennur,1155.0,2,54.5
Sarjapur  Road,1525.0,3,63.0
Giri Nagar,600.0,1,125.0
Hebbal,2470.0,4,192.0
Padmanabhanagar,1100.0,2,60.0
Hormavu,1250.0,2,65.0
Kothanur,1400.0,2,70.0
Other,1600.0,3,100.0
Electronic City,1060.0,2,55.0
Horamavu Banaswadi,1272.0,2,50.0
Kanakpura Road,1296.0,2,105.0
Other,2100.0,4,280.0
Karuna Nagar,1945.0,3,115.0
Chandapura,1033.0,3,30.47
Other,2300.0,3,69.0
Gunjur Palya,1235.0,2,52.76
Other,2100.0,3,270.0
Other,850.0,2,42.5
Subramanyapura,1880.0,3,110.0
1st Block Jayanagar,2450.0,4,368.0
Kenchenahalli,1060.0,2,52.0
Hennur Road,2041.0,3,138.0
Hulimavu,1050.0,2,125.0
Other,1150.0,2,39.0
LB Shastri Nagar,1184.0,2,62.0
Sarjapur  Road,1680.0,3,126.0
Thanisandra,1411.0,3,100.0
Hosa Road,900.0,5,55.0
Other,3500.0,4,320.0
Thanisandra,1702.0,3,120.0
Yelahanka,1185.0,2,45.0
Kanakpura Road,1300.0,3,64.0
Other,1545.0,3,65.0
6th Phase JP Nagar,1515.0,3,135.0
Jigani,1300.0,3,55.0
JP Nagar,1107.0,2,57.0
Old Madras Road,1720.0,3,106.0
Other,1540.0,3,150.0
Bannerghatta Road,1000.0,2,44.5
Electronic City,710.0,1,40.42
Other,3200.0,4,270.0
Other,900.0,2,160.0
Bannerghatta Road,1250.0,2,48.0
Kaggadasapura,2400.0,5,130.0
Hegde Nagar,1584.01,3,104.0
Other,875.0,4,150.0
Kammasandra,1200.0,4,60.0
Kaggadasapura,1485.0,3,70.0
Hennur Road,1100.0,3,78.0
8th Phase JP Nagar,1245.0,2,59.0
Hennur Road,1880.0,4,154.0
Frazer Town,2214.0,3,350.0
Bannerghatta Road,1640.0,3,105.0
Other,1165.0,2,65.0
Kengeri Satellite Town,1110.0,2,43.0
Other,1200.0,7,200.0
Other,4000.0,4,630.0
Uttarahalli,4500.0,4,150.0
Other,1200.0,2,42.0
Yelahanka,1500.0,2,12.75
Jalahalli,1704.0,3,94.36
7th Phase JP Nagar,1275.0,3,88.0
Sarjapur  Road,1222.0,3,68.0
Electronic City,1000.0,2,29.95
Yelahanka,1517.0,3,71.28
Horamavu Agara,1166.0,2,37.29
Electronic City,870.0,2,24.0
5th Phase JP Nagar,4000.0,5,170.0
Rajaji Nagar,1350.0,4,230.0
Yelahanka,3019.0,4,190.0
Whitefield,1345.0,3,58.0
Dommasandra,900.0,3,75.0
EPIP Zone,3800.0,4,170.0
Chandapura,971.0,3,38.0
EPIP Zone,1810.0,2,65.0
Other,1300.0,2,58.0
Thanisandra,1185.0,2,45.0
Pattandur Agrahara,1350.0,2,68.0
Budigere,1590.0,3,76.16
Thyagaraja Nagar,3000.0,7,180.0
Brookefield,1560.0,4,149.0
Somasundara Palya,1650.0,3,126.0
Other,1645.0,3,87.0
Hennur Road,1748.0,3,103.0
Kengeri Satellite Town,1170.0,2,50.0
Sarjapur  Road,3420.0,4,225.0
Hulimavu,1320.0,3,65.0
Frazer Town,1870.0,3,180.0
Sarjapur  Road,1510.0,3,110.0
Other,2700.0,6,110.0
Other,1305.0,3,45.68
Mahadevpura,1500.0,3,70.0
Indira Nagar,1149.0,2,130.0
Thanisandra,1948.0,4,129.0
Margondanahalli,1448.0,3,70.0
Sarjapur  Road,1242.0,2,78.0
Sonnenahalli,1268.0,2,58.0
Ramamurthy Nagar,1101.0,2,50.0
Other,1255.0,2,65.0
Sarjapur  Road,984.0,3,140.0
Hosa Road,1089.0,2,32.67
Other,800.0,2,95.0
Thanisandra,3600.0,8,125.0
Other,1650.0,4,140.0
Kaggalipura,950.0,2,45.0
HBR Layout,1068.0,2,43.0
Yelahanka New Town,860.0,2,31.0
Kengeri,3000.0,8,130.0
Yelahanka,1756.0,3,66.73
Whitefield,1205.0,2,41.0
Hoodi,1120.0,8,155.0
Other,8321.0,4,2912.0
Hormavu,1604.0,3,68.0
Ananth Nagar,1010.0,2,38.0
Nagarbhavi,1250.0,2,170.0
Doddakallasandra,1010.0,2,41.0
Yelahanka,1050.0,2,33.1
Mysore Road,1248.52,3,115.0
Attibele,410.0,1,10.0
Bannerghatta Road,1656.0,3,62.93
Naganathapura,1451.0,3,68.0
Giri Nagar,1200.0,6,175.0
JP Nagar,1250.0,2,93.0
Hebbal,4600.0,4,650.0
Sonnenahalli,1340.0,3,42.0
Other,1100.0,2,38.5
Whitefield,6000.0,4,700.0
 Devarachikkanahalli,1700.0,3,71.0
Yelahanka,1200.0,6,150.0
KR Puram,1096.0,2,43.0
Other,1936.0,3,139.0
Nehru Nagar,1269.0,3,63.0
Other,3500.0,3,630.0
Panathur,1586.0,3,125.0
Rajaji Nagar,1376.0,2,124.0
Kanakpura Road,1452.0,3,56.5
Hosa Road,1538.0,3,107.0
Hosur Road,1427.0,3,130.0
Other,935.0,2,40.0
Harlur,1197.0,2,77.0
Varthur,674.0,2,19.9
Kengeri,410.0,1,15.0
Thanisandra,1573.0,3,90.0
Dodda Nekkundi,1135.0,2,58.0
Other,1400.0,3,40.43
Other,1200.0,1,65.0
Other,2045.0,3,108.0
Sonnenahalli,1268.0,2,56.0
Yelahanka,1600.0,3,100.0
Thanisandra,1056.0,2,70.0
Whitefield,4500.0,4,330.0
KR Puram,1204.0,2,58.0
Other,1410.0,3,54.0
Hennur Road,1460.0,2,80.3
Dodda Nekkundi,1100.0,2,41.18
Other,1310.0,2,88.0
Sector 2 HSR Layout,1600.0,3,90.0
Sarjapur  Road,1665.0,3,74.93
Other,2000.0,5,240.0
Singasandra,1416.0,2,67.0
Munnekollal,7200.0,10,200.0
Jigani,1231.0,3,58.0
Yelahanka,1664.0,3,73.95
TC Palaya,2000.0,3,76.0
Rajiv Nagar,972.0,2,43.0
Other,4500.0,4,345.0
Bellandur,1185.0,2,47.39
Green Glen Layout,1750.0,3,81.0
Other,3155.0,3,316.0
Balagere,1007.0,2,68.0
Rajaji Nagar,1700.0,3,200.0
Whitefield,1250.0,2,85.0
Horamavu Agara,994.0,2,42.28
Ramamurthy Nagar,1150.0,2,40.0
Thanisandra,1220.0,2,46.0
Other,1441.0,2,115.0
Other,1300.0,6,150.0
Thigalarapalya,1400.0,2,105.0
Tindlu,1370.07,3,65.0
Magadi Road,1200.0,5,130.0
Judicial Layout,900.0,2,40.0
Other,418.0,1,17.0
ISRO Layout,1200.0,2,43.0
Talaghattapura,1062.0,2,42.48
Kanakpura Road,1120.0,2,51.0
Bannerghatta Road,1012.0,2,44.0
Other,1500.0,3,200.0
ISRO Layout,950.0,4,180.0
Other,675.0,2,13.5
Kanakpura Road,1430.0,2,78.0
Channasandra,1195.0,3,56.0
Old Madras Road,2640.0,3,150.0
Hennur Road,1570.0,3,75.99
Kammanahalli,782.0,6,85.0
Sonnenahalli,1011.0,2,59.0
7th Phase JP Nagar,1450.0,3,102.0
Sarjapur  Road,1129.0,2,69.0
Sarjapura - Attibele Road,1126.0,2,36.0
Attibele,1200.0,3,110.0
Sarjapur  Road,1180.0,3,45.0
Bannerghatta,940.0,4,45.0
Hennur Road,1933.0,3,140.0
TC Palaya,1082.0,2,64.0
LB Shastri Nagar,2400.0,8,250.0
Other,610.0,1,28.0
Raja Rajeshwari Nagar,1560.0,4,160.0
Kudlu Gate,3850.0,4,205.0
CV Raman Nagar,1125.0,2,46.0
Other,2400.0,6,107.0
Kengeri Satellite Town,777.4,2,25.0
Battarahalli,2500.0,4,65.0
Old Airport Road,1798.0,3,150.0
Other,1864.0,3,120.0
Whitefield,1115.0,2,51.91
Rajaji Nagar,1200.0,2,70.0
Ananth Nagar,992.0,2,24.8
Other,950.0,2,57.0
R.T. Nagar,1500.0,4,185.0
Bellandur,1200.0,2,62.0
GM Palaya,1735.0,3,70.0
BTM 2nd Stage,1750.0,3,172.0
Jalahalli,1470.0,3,102.0
Bannerghatta Road,1527.0,3,115.0
Other,985.0,2,45.0
Chandapura,3300.0,4,135.0
Whitefield,1277.0,2,77.0
Other,1100.0,2,62.0
Whitefield,1820.0,3,140.0
Other,1530.0,4,87.0
Banashankari,1886.0,3,205.0
Jakkur,1880.0,3,110.0
Hennur,1255.0,2,52.35
Somasundara Palya,1140.0,2,46.0
Electronic City Phase II,1025.0,2,29.6
Whitefield,3453.0,4,247.0
Kaikondrahalli,1250.0,2,78.0
Other,2400.0,4,108.0
Kodihalli,3522.0,4,716.0
Jalahalli,1244.0,2,88.0
Kumaraswami Layout,623.0,4,75.0
Kengeri Satellite Town,1025.0,2,28.57
Sarjapur  Road,1034.0,2,38.0
Kengeri Satellite Town,1191.0,3,33.34
Kasavanhalli,1719.0,3,71.0
2nd Stage Nagarbhavi,1500.0,4,230.0
Hosa Road,1470.0,3,84.22
Yelahanka,1140.0,2,50.66
Harlur,1752.12,3,125.0
BTM 1st Stage,600.0,6,80.0
2nd Stage Nagarbhavi,600.0,4,84.0
Old Madras Road,2990.0,3,170.0
Bannerghatta Road,1660.0,3,85.0
Electronic City,1275.0,3,63.43
Bommasandra Industrial Area,1365.0,3,52.81
Kanakpura Road,2546.0,3,170.0
Banashankari Stage VI,1392.0,3,69.46
Whitefield,1245.0,2,59.76
Rayasandra,1200.0,5,65.0
Yeshwanthpur,1162.0,2,64.08
Singasandra,1476.0,3,73.0
KR Puram,700.0,1,21.5
Other,3600.0,6,170.0
Jigani,943.0,2,48.0
Pai Layout,1150.0,2,170.0
Sarjapur  Road,1113.0,2,44.5
Varthur,1615.0,3,69.43
Other,1279.0,2,100.0
Benson Town,1805.0,3,280.0
Sompura,1350.0,3,65.0
Other,1525.0,3,68.63
Rajaji Nagar,1357.0,2,123.0
Ardendale,1777.26,3,92.0
Bisuvanahalli,845.0,2,32.0
Other,900.0,2,25.0
Varthur,1210.0,2,64.15
Electronic City Phase II,829.0,2,22.8
Sarjapur  Road,1879.0,3,155.0
Hosur Road,1250.0,3,50.0
Other,1200.0,4,35.0
Marathahalli,1108.0,3,60.0
